year,journal,baseline_if,filtered_rif,weighted_rif,stability_threshold,model
2018,Molecular Cancer Therapeutics,0.8222,0.2889,0.5542,1.0,node2vec
2018,Molecular Cell,1.0312,0.5312,0.7944,1.0,node2vec
2018,Molecular Medicine Reports,0.381,0.0952,0.1286,1.0,node2vec
2018,Molecular Metabolism,0.6,0.36,0.4282,1.0,node2vec
2018,Molecular Neurobiology,0.6071,0.25,0.4342,1.0,node2vec
2018,Molecular Neurodegeneration,0.7931,0.2759,0.546,1.0,node2vec
2018,Molecular Nutrition & Food Research,0.375,0.125,0.3086,1.0,node2vec
2018,Molecular Psychiatry,0.8889,0.2667,0.6305,1.0,node2vec
2018,Molecular Therapy,0.7143,0.4898,0.627,1.0,node2vec
2018,Molecules,0.2188,0.0625,0.0922,1.0,node2vec
2018,Movement Disorders,1.0179,0.625,0.7812,1.0,node2vec
2018,Mucosal Immunology,0.4286,0.2857,0.3559,1.0,node2vec
2018,Multiple Sclerosis Journal,1.2157,0.549,0.8906,1.0,node2vec
2018,Nature,3.9697,2.0707,2.7761,1.0,node2vec
2018,Nature Cell Biology,1.0238,0.3571,0.6887,1.0,node2vec
2018,Nature Chemical Biology,1.5312,0.9375,1.237,1.0,node2vec
2018,Nature Communications,0.9982,0.4288,0.6878,1.0,node2vec
2018,Nature Genetics,1.9683,0.6825,1.3146,1.0,node2vec
2018,Nature Immunology,3.125,2.5,2.8282,1.0,node2vec
2018,Nature Medicine,2.916,1.0611,1.7967,1.0,node2vec
2018,Nature Microbiology,0.9818,0.6364,0.7782,1.0,node2vec
2018,Nature Neuroscience,1.25,0.5,0.785,1.0,node2vec
2018,Nature Structural & Molecular Biology,2.2,1.4,1.646,1.0,node2vec
2018,Nephrology Dialysis Transplantation,0.5854,0.3171,0.4861,1.0,node2vec
2018,Neuro-Oncology,0.9762,0.4405,0.7701,1.0,node2vec
2018,NeuroImage,1.2422,0.5312,0.9433,1.0,node2vec
2018,NeuroImage Clinical,0.2963,0.1296,0.2516,1.0,node2vec
2018,Neurobiology of Aging,0.7091,0.3273,0.5097,1.0,node2vec
2018,Neurobiology of Disease,0.7188,0.3438,0.51,1.0,node2vec
2018,Neuroendocrinology,4.25,3.7083,3.9297,1.0,node2vec
2018,Neurology,0.9628,0.4088,0.6899,1.0,node2vec
2018,Neurology Neuroimmunology & Neuroinflammation,1.2593,0.8148,1.0435,1.0,node2vec
2018,Neuron,2.2653,1.4082,1.8247,1.0,node2vec
2018,Neuropharmacology,0.1,0.1,0.1,1.0,node2vec
2018,Neuropsychopharmacology,0.4762,0.2381,0.4342,1.0,node2vec
2018,Neurosurgery,1.2778,0.1111,0.4053,1.0,node2vec
2018,Neurosurgical FOCUS,0.375,0.0417,0.1301,1.0,node2vec
2018,New England Journal of Medicine,5.8921,3.1655,4.6443,1.0,node2vec
2018,Nicotine & Tobacco Research,1.6667,0.9524,1.5398,1.0,node2vec
2018,Nucleic Acids Research,1.0682,0.5909,0.8278,1.0,node2vec
2018,Nutrients,0.3084,0.1308,0.2107,1.0,node2vec
2018,Nutrition,0.85,0.15,0.53,1.0,node2vec
2018,Obesity,0.5946,0.1351,0.3772,1.0,node2vec
2018,Obesity Surgery,0.4146,0.1463,0.2874,1.0,node2vec
2018,Obstetrics and Gynecology,0.9286,0.4388,0.6826,1.0,node2vec
2018,OncoImmunology,0.4667,0.2267,0.4099,1.0,node2vec
2018,Oncogene,0.3651,0.1746,0.2757,1.0,node2vec
2018,Oncotarget,0.8491,0.3491,0.5886,1.0,node2vec
2018,Ophthalmology,1.4338,0.7794,1.1969,1.0,node2vec
2018,Oral Oncology,0.6452,0.2903,0.4973,1.0,node2vec
2018,Orthopaedic Journal of Sports Medicine,0.625,0.3125,0.4971,1.0,node2vec
2018,Osteoarthritis and Cartilage,0.4773,0.0227,0.1342,1.0,node2vec
2018,Osteoporosis International,0.5312,0.25,0.3715,1.0,node2vec
2018,Oxidative Medicine and Cellular Longevity,0.1071,0.0,0.0,1.0,node2vec
2018,PEDIATRICS,0.988,0.3653,0.5803,1.0,node2vec
2018,PLoS Biology,0.65,0.15,0.4427,1.0,node2vec
2018,PLoS Genetics,0.5641,0.1538,0.3812,1.0,node2vec
2018,PLoS Medicine,0.9597,0.4032,0.7431,1.0,node2vec
2018,PLoS ONE,0.5022,0.163,0.3226,1.0,node2vec
2018,PLoS Pathogens,0.9379,0.5103,0.6954,1.0,node2vec
2018,PLoS neglected tropical diseases,2.3453,1.8345,2.0878,1.0,node2vec
2018,Pain,0.837,0.1848,0.5664,1.0,node2vec
2018,Parasites & Vectors,0.5152,0.1515,0.2979,1.0,node2vec
2018,Pediatric Blood & Cancer,0.6667,0.25,0.4452,1.0,node2vec
2018,Pediatric Critical Care Medicine,0.3333,0.1333,0.1593,1.0,node2vec
2018,Physics in Medicine and Biology,0.4545,0.1364,0.2721,1.0,node2vec
2018,Plasma Sources Science and Technology,2.0455,1.3182,1.8329,1.0,node2vec
2018,Plastic & Reconstructive Surgery,0.7297,0.3514,0.5656,1.0,node2vec
2018,Preventive Medicine,0.7843,0.451,0.6193,1.0,node2vec
2018,Proceedings of the National Academy of Sciences,1.0089,0.4452,0.7248,1.0,node2vec
2018,Psycho-Oncology,0.3667,0.1,0.1928,1.0,node2vec
2018,Psychological Medicine,0.4242,0.2121,0.3234,1.0,node2vec
2018,PubMed,0.9331,0.186,0.5649,1.0,node2vec
2018,Public Health Nutrition,0.76,0.56,0.697,1.0,node2vec
2018,RSC Advances,0.65,0.45,0.572,1.0,node2vec
2018,Radiology,1.125,0.5156,0.8009,1.0,node2vec
2018,Radiotherapy and Oncology,1.0566,0.4906,0.7878,1.0,node2vec
2018,Redox Biology,0.3333,0.2727,0.3012,1.0,node2vec
2018,Regional Anesthesia & Pain Medicine,1.68,0.72,1.2968,1.0,node2vec
2018,Reproductive Health,0.4194,0.1935,0.2996,1.0,node2vec
2018,Respiratory Medicine,0.303,0.1212,0.2676,1.0,node2vec
2018,Respiratory Research,0.4242,0.2424,0.3324,1.0,node2vec
2018,Resuscitation,0.5091,0.1273,0.3247,1.0,node2vec
2018,Retina,1.0345,0.6897,0.9184,1.0,node2vec
2018,SLEEP,0.3929,0.2143,0.2961,1.0,node2vec
2018,Scandinavian Journal of Medicine and Science in Sports,0.76,0.36,0.5836,1.0,node2vec
2018,Schizophrenia Bulletin,0.7308,0.4615,0.6071,1.0,node2vec
2018,Schizophrenia Research,0.2609,0.087,0.1521,1.0,node2vec
2018,Science,5.0076,3.2595,4.0963,1.0,node2vec
2018,Science Advances,0.8387,0.4839,0.6011,1.0,node2vec
2018,Science Translational Medicine,1.355,0.6686,1.0258,1.0,node2vec
2018,Scientific Reports,0.6118,0.258,0.4361,1.0,node2vec
2018,Seminars in Arthritis and Rheumatism,0.45,0.1,0.2117,1.0,node2vec
2018,Social Science & Medicine,0.3636,0.0,0.0735,1.0,node2vec
2018,Spine,0.4306,0.0417,0.2192,1.0,node2vec
2018,Sports Medicine,1.1481,0.4074,0.9172,1.0,node2vec
2018,Stem Cell Reports,0.7442,0.2326,0.5138,1.0,node2vec
2018,Stem Cell Research & Therapy,0.2698,0.0794,0.1552,1.0,node2vec
2018,Stem Cells,1.0882,0.4118,0.7896,1.0,node2vec
2018,Stem Cells Translational Medicine,0.6,0.2,0.3268,1.0,node2vec
2018,Stroke,0.7016,0.377,0.5886,1.0,node2vec
2018,Supportive Care in Cancer,0.3846,0.1282,0.2627,1.0,node2vec
2018,Surgery,0.4359,0.2051,0.3209,1.0,node2vec
2018,Surgery for Obesity and Related Diseases,0.7586,0.3793,0.5787,1.0,node2vec
2018,Surgical Endoscopy,0.4722,0.1806,0.3345,1.0,node2vec
2018,The American Journal of Cardiology,0.8387,0.4194,0.6551,1.0,node2vec
2018,The American Journal of Gastroenterology,1.1477,0.4205,0.7477,1.0,node2vec
2018,The American Journal of Human Genetics,0.6512,0.186,0.4794,1.0,node2vec
2018,The American Journal of Medicine,0.6757,0.1892,0.45,1.0,node2vec
2018,The American Journal of Sports Medicine,0.994,0.4583,0.781,1.0,node2vec
2018,The American Journal of Surgical Pathology,1.1209,0.5934,0.8726,1.0,node2vec
2018,The Annals of Thoracic Surgery,0.5077,0.0769,0.2819,1.0,node2vec
2018,The Bone & Joint Journal,0.6212,0.1515,0.3675,1.0,node2vec
2018,The EMBO Journal,1.6923,0.8205,1.3265,1.0,node2vec
2018,The FASEB Journal,0.4571,0.1143,0.2979,1.0,node2vec
2018,The Journal of Allergy and Clinical Immunology In Practice,0.35,0.225,0.2833,1.0,node2vec
2018,The Journal of Arthroplasty,0.8031,0.2913,0.5544,1.0,node2vec
2018,The Journal of Cell Biology,0.8529,0.3529,0.6584,1.0,node2vec
2018,The Journal of Clinical Endocrinology & Metabolism,0.8266,0.2023,0.4596,1.0,node2vec
2018,The Journal of Clinical Psychiatry,0.7391,0.087,0.2279,1.0,node2vec
2018,The Journal of Experimental Medicine,0.8302,0.3962,0.695,1.0,node2vec
2018,The Journal of Heart and Lung Transplantation,0.9565,0.3043,0.4648,1.0,node2vec
2018,The Journal of Immunology,0.4918,0.2295,0.3278,1.0,node2vec
2018,The Journal of Infectious Diseases,1.4082,0.9796,1.2336,1.0,node2vec
2018,The Journal of Pathology,1.125,0.25,0.6815,1.0,node2vec
2018,The Journal of Pediatrics,0.5048,0.1429,0.2749,1.0,node2vec
2018,The Journal of Physiology,1.16,0.36,0.7996,1.0,node2vec
2018,The Journal of Rheumatology,0.4828,0.1034,0.304,1.0,node2vec
2018,The Journal of Sexual Medicine,0.6944,0.2778,0.3889,1.0,node2vec
2018,The Journal of Strength and Conditioning Research,0.7353,0.4118,0.5694,1.0,node2vec
2018,"The Journal of Trauma: Injury, Infection, and Critical Care",0.9216,0.2941,0.5795,1.0,node2vec
2018,The Journal of Urology,0.7529,0.4235,0.5401,1.0,node2vec
2018,The Journals of Gerontology Series A,1.0185,0.5,0.7953,1.0,node2vec
2018,The Lancet,4.4259,2.3688,3.439,1.0,node2vec
2018,The Lancet Diabetes & Endocrinology,1.4286,0.7679,1.1693,1.0,node2vec
2018,The Lancet Global Health,1.2857,0.1905,0.655,1.0,node2vec
2018,The Lancet HIV,1.6571,0.7429,1.2157,1.0,node2vec
2018,The Lancet Haematology,0.7674,0.4186,0.6245,1.0,node2vec
2018,The Lancet Infectious Diseases,3.6,2.33,2.9494,1.0,node2vec
2018,The Lancet Neurology,1.7377,0.6066,1.2191,1.0,node2vec
2018,The Lancet Oncology,3.4355,1.3333,2.4353,1.0,node2vec
2018,The Lancet Psychiatry,1.1786,0.5714,0.8867,1.0,node2vec
2018,The Lancet Respiratory Medicine,1.2174,0.4928,0.924,1.0,node2vec
2018,The Laryngoscope,0.5417,0.3333,0.4657,1.0,node2vec
2018,The Oncologist,1.0408,0.1837,0.5101,1.0,node2vec
2018,The Spine Journal,0.3235,0.0294,0.1346,1.0,node2vec
2018,Theranostics,0.8776,0.3878,0.6564,1.0,node2vec
2018,Thorax,0.8594,0.2656,0.536,1.0,node2vec
2018,Thrombosis and Haemostasis,0.64,0.36,0.4715,1.0,node2vec
2018,Thyroid,1.0714,0.4286,0.7466,1.0,node2vec
2018,Tobacco Control,2.7353,2.1471,2.5435,1.0,node2vec
2018,Transfusion,1.04,0.36,0.6405,1.0,node2vec
2018,Translational Psychiatry,0.6071,0.25,0.4145,1.0,node2vec
2018,Transplantation,0.6757,0.3514,0.416,1.0,node2vec
2018,Trends in Food Science & Technology,0.8333,0.4667,0.6184,1.0,node2vec
2018,Ultrasound in Obstetrics and Gynecology,2.3143,1.2857,1.7109,1.0,node2vec
2018,Unknown,0.7907,0.2209,0.439,1.0,node2vec
2018,Vaccine,0.6087,0.2826,0.3819,1.0,node2vec
2018,World Journal of Gastroenterology,0.3514,0.1351,0.2679,1.0,node2vec
2018,World Journal of Surgery,1.2,0.15,0.7131,1.0,node2vec
2018,World Neurosurgery,0.25,0.0312,0.1292,1.0,node2vec
2018,eLife,1.2482,0.4745,0.8361,1.0,node2vec
2018,mBio,1.4433,0.7629,1.1238,1.0,node2vec
2018,mSphere,1.625,0.7083,1.1881,1.0,node2vec
2018,The Lancet. Gastroenterology & hepatology,0.5455,0.303,0.4754,1.0,node2vec
2019,ACS Applied Materials & Interfaces,0.6364,0.2273,0.4212,1.0,node2vec
2019,ACS Nano,0.4878,0.1463,0.3088,1.0,node2vec
2019,AIDS,0.9459,0.4324,0.7016,1.0,node2vec
2019,AIDS and Behavior,0.6364,0.3333,0.4947,1.0,node2vec
2019,Academic Medicine,0.5,0.2105,0.3092,1.0,node2vec
2019,Acta Biomaterialia,0.5055,0.1209,0.2856,1.0,node2vec
2019,Acta Neuropathologica,1.4713,0.6322,1.0767,1.0,node2vec
2019,Acta Neuropathologica Communications,0.9773,0.5227,0.8101,1.0,node2vec
2019,Acta Oncologica,1.5,0.55,1.0529,1.0,node2vec
2019,Addiction,1.1489,0.4894,0.9076,1.0,node2vec
2019,Addictive Behaviors,1.1714,0.7143,1.0183,1.0,node2vec
2019,Age and Ageing,0.7407,0.2963,0.5754,1.0,node2vec
2019,Aging,1.0,0.3333,0.7555,1.0,node2vec
2019,Aging Cell,0.8222,0.1778,0.4862,1.0,node2vec
2019,Alimentary Pharmacology & Therapeutics,0.9091,0.4091,0.7777,1.0,node2vec
2019,Allergy,1.0,0.4348,0.727,1.0,node2vec
2019,Alzheimer s & Dementia,1.4605,0.4868,0.8376,1.0,node2vec
2019,Alzheimer s Research & Therapy,0.6122,0.1633,0.4303,1.0,node2vec
2019,American Heart Journal,0.75,0.4643,0.6456,1.0,node2vec
2019,American Journal Of Pathology,0.9,0.3,0.5135,1.0,node2vec
2019,American Journal of Clinical Nutrition,0.6154,0.1231,0.3546,1.0,node2vec
2019,American Journal of Epidemiology,1.0938,0.2812,0.7203,1.0,node2vec
2019,American Journal of Hematology,0.587,0.3261,0.4436,1.0,node2vec
2019,American Journal of Kidney Diseases,0.6341,0.1463,0.3833,1.0,node2vec
2019,American Journal of Neuroradiology,0.7907,0.186,0.4529,1.0,node2vec
2019,American Journal of Obstetrics and Gynecology,0.8785,0.4766,0.681,1.0,node2vec
2019,American Journal of Ophthalmology,0.7561,0.4634,0.6223,1.0,node2vec
2019,American Journal of Physiology-Lung Cellular and Molecular Physiology,1.0,0.4545,0.7431,1.0,node2vec
2019,American Journal of Preventive Medicine,1.0,0.6216,0.8202,1.0,node2vec
2019,American Journal of Psychiatry,0.9722,0.3611,0.7359,1.0,node2vec
2019,American Journal of Public Health,1.525,0.75,1.0184,1.0,node2vec
2019,American Journal of Respiratory Cell and Molecular Biology,0.92,0.24,0.4167,1.0,node2vec
2019,American Journal of Respiratory and Critical Care Medicine,1.2736,0.4279,0.8219,1.0,node2vec
2019,American Journal of Roentgenology,0.9667,0.3667,0.6145,1.0,node2vec
2019,American Journal of Transplantation,1.5,0.6304,0.96,1.0,node2vec
2019,Anaesthesia,1.3636,0.5455,1.0156,1.0,node2vec
2019,Anesthesia & Analgesia,0.6383,0.2128,0.4523,1.0,node2vec
2019,Anesthesiology,0.56,0.16,0.3763,1.0,node2vec
2019,Angewandte Chemie International Edition,0.5806,0.1613,0.3361,1.0,node2vec
2019,Annals of Allergy Asthma & Immunology,0.5238,0.3333,0.4285,1.0,node2vec
2019,Annals of Clinical and Translational Neurology,0.4783,0.3043,0.3807,1.0,node2vec
2019,Annals of Emergency Medicine,0.7241,0.3103,0.4779,1.0,node2vec
2019,Annals of Intensive Care,0.4,0.24,0.3357,1.0,node2vec
2019,Annals of Internal Medicine,1.9688,0.6146,1.2275,1.0,node2vec
2019,Annals of Neurology,1.3069,0.703,1.0615,1.0,node2vec
2019,Annals of Oncology,1.2974,0.6422,1.0034,1.0,node2vec
2019,Annals of Surgery,0.9124,0.3918,0.6664,1.0,node2vec
2019,Annals of Surgical Oncology,0.6829,0.2805,0.4743,1.0,node2vec
2019,Annals of the American Thoracic Society,0.5909,0.2045,0.4455,1.0,node2vec
2019,Annals of the Rheumatic Diseases,0.9605,0.4211,0.7024,1.0,node2vec
2019,Antimicrobial Agents and Chemotherapy,1.3258,0.7528,1.1049,1.0,node2vec
2019,Antiviral Research,0.6875,0.3125,0.4846,1.0,node2vec
2019,Archives of Disease in Childhood Fetal & Neonatal,0.4286,0.381,0.381,1.0,node2vec
2019,Archives of Physical Medicine and Rehabilitation,0.2609,0.0,0.1577,1.0,node2vec
2019,Arteriosclerosis Thrombosis and Vascular Biology,0.2222,0.0,0.1247,1.0,node2vec
2019,Arthritis & Rheumatology,0.6408,0.1553,0.3606,1.0,node2vec
2019,Arthritis Care & Research,0.6857,0.3714,0.5674,1.0,node2vec
2019,Arthritis Research & Therapy,0.4828,0.1724,0.3263,1.0,node2vec
2019,Arthroscopy The Journal of Arthroscopic and Related Surgery,0.5517,0.2414,0.3965,1.0,node2vec
2019,Atherosclerosis,0.5161,0.1613,0.3143,1.0,node2vec
2019,Autophagy,0.6087,0.1413,0.3671,1.0,node2vec
2019,BJOG An International Journal of Obstetrics & Gynaecology,0.9643,0.2857,0.5546,1.0,node2vec
2019,BMC Cancer,0.2286,0.0667,0.1747,1.0,node2vec
2019,BMC Complementary and Alternative Medicine,0.2927,0.0,0.12,1.0,node2vec
2019,BMC Genomics,0.2,0.08,0.1736,1.0,node2vec
2019,BMC Geriatrics,0.2222,0.0794,0.1713,1.0,node2vec
2019,BMC Health Services Research,0.1364,0.0455,0.071,1.0,node2vec
2019,BMC Infectious Diseases,0.3387,0.0806,0.1818,1.0,node2vec
2019,BMC Medical Education,0.3636,0.0,0.1594,1.0,node2vec
2019,BMC Medicine,0.6562,0.0938,0.3719,1.0,node2vec
2019,BMC Musculoskeletal Disorders,0.3939,0.0,0.1688,1.0,node2vec
2019,BMC Nephrology,0.2174,0.1739,0.1739,1.0,node2vec
2019,BMC Pediatrics,0.28,0.08,0.1671,1.0,node2vec
2019,BMC Pregnancy and Childbirth,0.1443,0.0515,0.0827,1.0,node2vec
2019,BMC Psychiatry,0.2857,0.0,0.0767,1.0,node2vec
2019,BMC Public Health,0.4828,0.2845,0.4004,1.0,node2vec
2019,BMC Pulmonary Medicine,0.28,0.16,0.1867,1.0,node2vec
2019,BMC Research Notes,0.25,0.1,0.1,1.0,node2vec
2019,BMC Women s Health,0.36,0.04,0.198,1.0,node2vec
2019,BMJ,1.4151,0.5597,0.9683,1.0,node2vec
2019,BMJ Global Health,0.4324,0.2973,0.4181,1.0,node2vec
2019,BMJ Open,0.4633,0.1356,0.2915,1.0,node2vec
2019,BioMed Research International,0.1081,0.0541,0.0766,1.0,node2vec
2019,Biochemical and Biophysical Research Communications,0.4583,0.2292,0.3367,1.0,node2vec
2019,Biological Psychiatry,0.6818,0.1818,0.361,1.0,node2vec
2019,Biology of Blood and Marrow Transplantation,0.5588,0.1176,0.3266,1.0,node2vec
2019,Biomaterials,0.6729,0.215,0.4251,1.0,node2vec
2019,Biomedical Optics Express,3.0,1.7037,2.4439,1.0,node2vec
2019,Biomedical Signal Processing and Control,0.5455,0.4545,0.5395,1.0,node2vec
2019,Biomedicine & Pharmacotherapy,0.3167,0.1,0.1876,1.0,node2vec
2019,Blood,1.3497,0.5523,0.9501,1.0,node2vec
2019,Blood Advances,0.5733,0.28,0.4219,1.0,node2vec
2019,Blood Cancer Journal,0.3182,0.0455,0.203,1.0,node2vec
2019,Bone,0.5714,0.1905,0.5039,1.0,node2vec
2019,Brain,1.2029,0.6739,0.974,1.0,node2vec
2019,Brain Behavior and Immunity,0.3929,0.1071,0.2169,1.0,node2vec
2019,Breast Cancer Research,0.7037,0.0741,0.418,1.0,node2vec
2019,Breast Cancer Research and Treatment,0.7632,0.3684,0.6127,1.0,node2vec
2019,British Journal Of Nutrition,0.6667,0.2857,0.5048,1.0,node2vec
2019,British Journal of Anaesthesia,0.662,0.2817,0.4789,1.0,node2vec
2019,British Journal of Cancer,0.5472,0.1698,0.344,1.0,node2vec
2019,British Journal of Dermatology,0.4894,0.1489,0.3917,1.0,node2vec
2019,British Journal of Haematology,0.4848,0.1212,0.3892,1.0,node2vec
2019,British Journal of Ophthalmology,0.7619,0.4048,0.5628,1.0,node2vec
2019,British Journal of Pharmacology,1.4074,0.6296,0.9987,1.0,node2vec
2019,British Journal of Sports Medicine,1.0462,0.5385,0.7963,1.0,node2vec
2019,British Journal of Urology,0.6216,0.3243,0.459,1.0,node2vec
2019,British journal of surgery,0.791,0.2985,0.5245,1.0,node2vec
2019,CA A Cancer Journal for Clinicians,23.75,3.6,8.5648,1.0,node2vec
2019,CHEST Journal,0.5441,0.2353,0.4484,1.0,node2vec
2019,Canadian Medical Association Journal,1.1905,0.6667,0.9828,1.0,node2vec
2019,Cancer,0.8861,0.3987,0.6305,1.0,node2vec
2019,Cancer Cell,2.2273,0.7273,1.4644,1.0,node2vec
2019,Cancer Discovery,2.5529,1.1176,1.8383,1.0,node2vec
2019,Cancer Epidemiology Biomarkers & Prevention,0.963,0.4444,0.6423,1.0,node2vec
2019,Cancer Immunology Immunotherapy,1.2059,0.4706,0.8747,1.0,node2vec
2019,Cancer Immunology Research,1.0167,0.1833,0.6375,1.0,node2vec
2019,Cancer Letters,0.7576,0.2424,0.5711,1.0,node2vec
2019,Cancer Medicine,0.4667,0.1333,0.3048,1.0,node2vec
2019,Cancer Research,1.0116,0.289,0.6399,1.0,node2vec
2019,Cancer Science,1.08,0.36,0.8333,1.0,node2vec
2019,Carbohydrate Polymers,0.66,0.16,0.3793,1.0,node2vec
2019,Cardiovascular Diabetology,1.1538,0.5769,0.9624,1.0,node2vec
2019,Cardiovascular Research,0.4444,0.1111,0.2229,1.0,node2vec
2019,Cell,2.4094,1.2953,1.9377,1.0,node2vec
2019,Cell Death and Differentiation,0.5417,0.1667,0.3801,1.0,node2vec
2019,Cell Death and Disease,0.5595,0.2143,0.3908,1.0,node2vec
2019,Cell Host & Microbe,1.0405,0.6216,0.8516,1.0,node2vec
2019,Cell Metabolism,1.625,0.6417,1.1391,1.0,node2vec
2019,Cell Reports,1.0076,0.4046,0.7134,1.0,node2vec
2019,Cell stem cell,1.459,0.6557,1.1904,1.0,node2vec
2019,Cellular Physiology and Biochemistry,1.5227,0.0227,0.4489,1.0,node2vec
2019,Cephalalgia,1.5714,0.4762,0.8476,1.0,node2vec
2019,Chemical Science,0.52,0.12,0.3005,1.0,node2vec
2019,Circulation,1.4051,0.6204,1.0245,1.0,node2vec
2019,Circulation Arrhythmia and Electrophysiology,0.8108,0.2162,0.5366,1.0,node2vec
2019,Circulation Cardiovascular Imaging,0.5476,0.0952,0.3327,1.0,node2vec
2019,Circulation Cardiovascular Interventions,0.5455,0.4242,0.4804,1.0,node2vec
2019,Circulation Cardiovascular Quality and Outcomes,0.7143,0.2381,0.428,1.0,node2vec
2019,Circulation Heart Failure,0.65,0.275,0.446,1.0,node2vec
2019,Circulation Research,0.7083,0.2917,0.5193,1.0,node2vec
2019,Clinical Cancer Research,1.2713,0.378,0.7989,1.0,node2vec
2019,Clinical Chemistry,0.8095,0.381,0.6668,1.0,node2vec
2019,Clinical Gastroenterology and Hepatology,0.6966,0.3258,0.4967,1.0,node2vec
2019,Clinical Infectious Diseases,0.8585,0.4098,0.6504,1.0,node2vec
2019,Clinical Interventions in Aging,0.4,0.05,0.2077,1.0,node2vec
2019,Clinical Journal of the American Society of Nephrology,0.6047,0.1628,0.3357,1.0,node2vec
2019,Clinical Lung Cancer,0.2273,0.1364,0.2036,1.0,node2vec
2019,Clinical Microbiology and Infection,0.5556,0.1852,0.3675,1.0,node2vec
2019,Clinical Nutrition,0.5192,0.3077,0.3998,1.0,node2vec
2019,Clinical Orthopaedics and Related Research,0.5333,0.0667,0.2575,1.0,node2vec
2019,Clinical Pharmacology & Therapeutics,0.3103,0.1034,0.1529,1.0,node2vec
2019,Computer Methods and Programs in Biomedicine,0.6667,0.1481,0.4354,1.0,node2vec
2019,Computers in Biology and Medicine,2.0,1.0217,1.6681,1.0,node2vec
2019,Critical Care,0.4058,0.1449,0.2817,1.0,node2vec
2019,Critical Care Medicine,1.2273,0.5091,0.8298,1.0,node2vec
2019,Current Biology,0.6,0.32,0.4862,1.0,node2vec
2019,Development,0.9583,0.4167,0.6938,1.0,node2vec
2019,Developmental Cell,0.4062,0.125,0.2964,1.0,node2vec
2019,Developmental Medicine & Child Neurology,0.1,0.0,0.0856,1.0,node2vec
2019,Diabetes,0.7385,0.1846,0.4033,1.0,node2vec
2019,Diabetes Care,1.3855,0.6566,1.0995,1.0,node2vec
2019,Diabetes Obesity and Metabolism,1.7821,0.9615,1.4748,1.0,node2vec
2019,Diabetes Research and Clinical Practice,2.6818,0.1818,0.7834,1.0,node2vec
2019,Diabetes Technology & Therapeutics,1.4138,0.8966,1.1534,1.0,node2vec
2019,Diabetologia,0.9589,0.4247,0.6693,1.0,node2vec
2019,Diseases of the Colon & Rectum,0.4516,0.0968,0.2728,1.0,node2vec
2019,Drug and Alcohol Dependence,1.0638,0.5745,0.9165,1.0,node2vec
2019,EBioMedicine,0.4359,0.1795,0.3041,1.0,node2vec
2019,EFORT Open Reviews,0.1429,0.0,0.0848,1.0,node2vec
2019,EMBO Molecular Medicine,0.4737,0.2632,0.3775,1.0,node2vec
2019,EP Europace,0.7667,0.3667,0.5667,1.0,node2vec
2019,Emerging Microbes & Infections,0.5217,0.2174,0.3749,1.0,node2vec
2019,Emerging infectious diseases,1.5634,0.9155,1.2517,1.0,node2vec
2019,Endocrinology,0.619,0.1429,0.328,1.0,node2vec
2019,Endoscopy,0.6042,0.2292,0.4559,1.0,node2vec
2019,Epilepsia,1.3571,0.4821,0.9907,1.0,node2vec
2019,EuroIntervention,1.0741,0.3333,0.8208,1.0,node2vec
2019,European Heart Journal,1.4554,0.7321,1.1218,1.0,node2vec
2019,European Heart Journal - Cardiovascular Imaging,0.8966,0.4483,0.7197,1.0,node2vec
2019,European Journal of Cancer,0.7143,0.3036,0.4919,1.0,node2vec
2019,European Journal of Cardio-Thoracic Surgery,0.7391,0.4783,0.62,1.0,node2vec
2019,European Journal of Endocrinology,0.6667,0.2222,0.426,1.0,node2vec
2019,European Journal of Epidemiology,1.3913,0.6087,0.9612,1.0,node2vec
2019,European Journal of Heart Failure,0.9221,0.5325,0.7153,1.0,node2vec
2019,European Journal of Medicinal Chemistry,0.5714,0.1071,0.3707,1.0,node2vec
2019,European Journal of Neurology,0.6087,0.3043,0.4935,1.0,node2vec
2019,European Journal of Nuclear Medicine and Molecular Imaging,1.5312,0.9167,1.273,1.0,node2vec
2019,European Journal of Nutrition,0.1304,0.0435,0.0775,1.0,node2vec
2019,European Journal of Preventive Cardiology,0.619,0.1905,0.3597,1.0,node2vec
2019,European Journal of Radiology,1.1,0.55,0.9267,1.0,node2vec
2019,European Journal of Surgical Oncology,0.3846,0.1923,0.2764,1.0,node2vec
2019,European Radiology,0.6667,0.2111,0.3887,1.0,node2vec
2019,European Respiratory Journal,1.0065,0.4286,0.7465,1.0,node2vec
2019,European Spine Journal,0.3333,0.0303,0.1992,1.0,node2vec
2019,European Urology,1.2143,0.6161,0.9289,1.0,node2vec
2019,Eurosurveillance,1.3611,0.6111,1.0551,1.0,node2vec
2019,Experimental Gerontology,0.5217,0.1739,0.4001,1.0,node2vec
2019,Fertility and Sterility,0.8194,0.3056,0.5571,1.0,node2vec
2019,Food & Function,0.4898,0.1429,0.2937,1.0,node2vec
2019,Food Chemistry,0.4624,0.0751,0.2186,1.0,node2vec
2019,Food Research International,0.9348,0.2826,0.6038,1.0,node2vec
2019,Food and Chemical Toxicology,0.7619,0.2381,0.3892,1.0,node2vec
2019,Foot & Ankle International,0.4286,0.0476,0.2401,1.0,node2vec
2019,Free Radical Biology and Medicine,0.549,0.3333,0.4679,1.0,node2vec
